,dataset,MAE,RMSE,MAPE,steps,bestModel
0,etth1,0.0632602721452713,0.07311730831861496,0.26318830251693726,82,./experiments/best_model_FEDformer_etth1_12_1778157849.9798436.pth
0,etth1,0.053515609353780746,0.06614015996456146,0.24825230240821838,59,./experiments/best_model_FEDformer_etth1_12_1778160607.7054405.pth
0,etth1,0.04569430649280548,0.05722719430923462,0.2100561112165451,86,./experiments/best_model_FEDformer_etth1_12_1778165673.0626945.pth
