,dataset,MAE,RMSE,MAPE,steps,bestModel
0,etth1,0.01877131685614586,0.027196284383535385,0.08905841410160065,40,./experiments/best_model_LSTM_etth1_12_1778077140.42309.pth
0,etth1,0.018245328217744827,0.02647399716079235,0.08646716922521591,60,./experiments/best_model_LSTM_etth1_12_1778077235.4928603.pth
0,etth1,0.01854453608393669,0.026618219912052155,0.08722200989723206,56,./experiments/best_model_LSTM_etth1_12_1778077335.0247605.pth
