,dataset,MAE,RMSE,MAPE,steps,bestModel
0,etth1,0.021750258281826973,0.030156847089529037,0.10332374274730682,86,./experiments/best_model_TimesNet_etth1_12_1776391409.446978.pth
0,etth1,0.02050190418958664,0.028829466551542282,0.09815917909145355,49,./experiments/best_model_TimesNet_etth1_12_1776396738.3170316.pth
