,dataset,MAE,RMSE,MAPE,steps,bestModel
0,etth2,0.022298580035567284,0.03532058000564575,0.0412871316075325,140,./experiments/best_model_LSTM_etth2_12_1778140460.0893514.pth
0,etth2,0.022088488563895226,0.035048168152570724,0.04080616682767868,80,./experiments/best_model_LSTM_etth2_12_1778140871.1288116.pth
0,etth2,0.022561075165867805,0.03550144284963608,0.04184146225452423,128,./experiments/best_model_LSTM_etth2_12_1778141360.157897.pth
