,dataset,MAE,RMSE,MAPE,steps,bestModel
0,Traffic,0.18041937053203583,0.23056776821613312,1.026007890701294,35,./experiments/best_model_TimesNet_Traffic_12_1776347140.941476.pth
0,Traffic,0.16574449837207794,0.21907751262187958,0.8758277893066406,87,./experiments/best_model_TimesNet_Traffic_12_1776351032.3868203.pth
