,dataset,MAE,RMSE,MAPE,steps,bestModel
0,AirQuality(Italian),0.09844756126403809,0.12436001002788544,0.851783037185669,57,./experiments/best_model_LSTM_AirQuality(Italian)_12_1778064960.501721.pth
0,AirQuality(Italian),0.10188863426446915,0.12999293208122253,0.8994552493095398,40,./experiments/best_model_LSTM_AirQuality(Italian)_12_1778065064.6080828.pth
0,AirQuality(Italian),0.10094199329614639,0.12651300430297852,1.0050804615020752,42,./experiments/best_model_LSTM_AirQuality(Italian)_12_1778065253.8528256.pth
