,dataset,MAE,RMSE,MAPE,steps,bestModel
0,AirQuality(bj),0.06512957811355591,0.08899150788784027,3.7353358268737793,42,./experiments/best_model_LSTM_AirQuality(bj)_12_1778140173.2743752.pth
0,AirQuality(bj),0.06646498292684555,0.09077391028404236,3.766932487487793,35,./experiments/best_model_LSTM_AirQuality(bj)_12_1778140904.177231.pth
0,AirQuality(bj),0.06544902920722961,0.090098075568676,3.7926130294799805,44,./experiments/best_model_LSTM_AirQuality(bj)_12_1778141820.0419657.pth
